id,t,alt,choice,trcost,trtime,age,income,parttime
1,1,Car,1,4.136337025611365,.1285650503757463,3,3,Full-time
1,1,Public,0,4.744238514314901,.4228454910363323,3,3,Full-time
1,1,Bicycle,0,2.758253577285326,.3589750333545108,3,3,Full-time
1,1,Walk,0,.9169612268714822,.1339299226446653,3,3,Full-time
1,2,Car,1,7.998067135319594,.140280760203892,3.2,5,Full-time
1,2,Public,0,3.136140934745785,.1190996953578149,3.2,5,Full-time
1,2,Bicycle,0,2.560201595892158,.1840927017219255,3.2,5,Full-time
1,2,Walk,0,.6386651329056756,.3891753162716973,3.2,5,Full-time
1,3,Car,1,1.760455848157711,.1796885462127155,3.4,5,Part-time
1,3,Public,0,2.250365992111289,.4996710939457021,3.4,5,Part-time
1,3,Bicycle,0,.9203482207363276,1.054969485497764,3.4,5,Part-time
1,3,Walk,0,.5817319410586299,.5888827243247271,3.4,5,Part-time
2,1,Car,0,4.364899478339537,.2270591507943124,3,2,Full-time
2,1,Public,0,4.432491624644152,.4327962294593369,3,2,Full-time
2,1,Bicycle,0,1.247054486544388,1.231418889585693,3,2,Full-time
2,1,Walk,1,.8888302550565754,.1189043021379881,3,2,Full-time
2,2,Car,0,7.136392720505077,.2260356076279849,3.2,3,Part-time
2,2,Public,1,1.535656118909693,.1183602046877976,3.2,3,Part-time
2,2,Bicycle,0,2.750903336572892,.9543044491802359,3.2,3,Part-time
2,2,Walk,0,.5321976545490561,1.640216331616784,3.2,3,Part-time
2,3,Car,0,6.693453466017545,.1684196336898101,3.4,2,Full-time
2,3,Public,1,1.316711753344526,.3382298037095809,3.4,2,Full-time
2,3,Bicycle,0,.5998774950014958,.490357415726707,3.4,2,Full-time
2,3,Walk,0,.6815338580452921,.6283058950958936,3.4,2,Full-time
3,1,Car,1,5.380376553999478,.1551136582511312,6,6,Part-time
3,1,Public,0,3.560389239859256,.2752308191850966,6,6,Part-time
3,1,Bicycle,0,1.649313882816306,.6053389062024236,6,6,Part-time
3,1,Walk,0,.8535024103905804,.4442867712338929,6,6,Part-time
3,2,Car,1,6.96568806669227,.1298689301004149,6.2,7,Full-time
3,2,Public,0,2.907835870465202,.3505718473838807,6.2,7,Full-time
3,2,Bicycle,0,2.179885029079172,.2853617071401823,6.2,7,Full-time
3,2,Walk,0,.7102830430385059,1.744357908762795,6.2,7,Full-time
3,3,Car,1,4.411329379723338,.1681981686216989,6.4,9,Full-time
3,3,Public,0,1.932747985276,.6965386430004317,6.4,9,Full-time
3,3,Bicycle,0,.9003345455629079,.1714498708465807,6.4,9,Full-time
3,3,Walk,0,.5098000162518546,1.958409210550511,6.4,9,Full-time
4,1,Car,0,3.679585955682393,.2062953648267425,6,4,Full-time
4,1,Public,0,4.056501236658018,.4765074591741352,6,4,Full-time
4,1,Bicycle,0,1.077687222065792,1.084099857729849,6,4,Full-time
4,1,Walk,1,.8491031427118336,1.586344930157356,6,4,Full-time
4,2,Car,0,5.337160640948558,.1280789520808746,6.2,7,Part-time
4,2,Public,1,.9161988729366328,.3608523712399187,6.2,7,Part-time
4,2,Bicycle,0,1.65292465905134,1.010198325499112,6.2,7,Part-time
4,2,Walk,0,.851085879962816,1.308197534773573,6.2,7,Part-time
4,3,Car,1,1.439842169292415,.1716925722237744,6.4,7,Full-time
4,3,Public,0,2.411235265449514,.1515516144968942,6.4,7,Full-time
4,3,Bicycle,0,1.996895505562512,1.284248277019062,6.4,7,Full-time
4,3,Walk,0,.7906710870064855,1.150446374272792,6.4,7,Full-time
5,1,Car,0,6.240311979210516,.1227094886623752,4,4,Part-time
5,1,Public,0,4.570241894182673,.5914193248962,4,4,Part-time
5,1,Bicycle,0,1.219471887751175,.4460451377868747,4,4,Part-time
5,1,Walk,1,.7637531797502017,.753196813750864,4,4,Part-time
5,2,Car,0,3.185844098243682,.1283371810766608,4.2,5,Part-time
5,2,Public,0,2.978753167491225,.6186780333660318,4.2,5,Part-time
5,2,Bicycle,0,1.878762428937003,.7086739651800668,4.2,5,Part-time
5,2,Walk,1,.5556234143735759,1.173685456868691,4.2,5,Part-time
5,3,Car,0,6.640612613290228,.2258280029219784,4.4,6,Full-time
5,3,Public,0,4.349278980428941,.1541638570151637,4.4,6,Full-time
5,3,Bicycle,0,1.976309759049149,.7663908675845489,4.4,6,Full-time
5,3,Walk,1,.5122173319373142,1.270521262190776,4.4,6,Full-time
6,1,Car,1,5.303451522589721,.1870863241830844,2,7,Full-time
6,1,Public,0,2.869424850474776,.1467842084292027,2,7,Full-time
6,1,Bicycle,0,1.56274992308221,.3369573155588361,2,7,Full-time
6,1,Walk,0,.7683756992008888,.6315601129321629,2,7,Full-time
6,2,Car,1,6.597072827398558,.2374470980439433,2.2,6,Full-time
6,2,Public,0,1.052047096111072,.6248755403129871,2.2,6,Full-time
6,2,Bicycle,0,2.018785523527107,.9370681325082689,2.2,6,Full-time
6,2,Walk,0,.6982121854614594,1.391696278372548,2.2,6,Full-time
6,3,Car,1,1.231364500628239,.2445087989464429,2.4,7,Part-time
6,3,Public,0,3.825407838697001,.6583402141015785,2.4,7,Part-time
6,3,Bicycle,0,1.01821072555763,.3904559368424633,2.4,7,Part-time
6,3,Walk,0,.7998132321780558,1.835041313008527,2.4,7,Part-time
7,1,Car,1,1.695663758365985,.2029773781090307,3,4,Full-time
7,1,Public,0,1.044639515176669,.2647818947931814,3,4,Full-time
7,1,Bicycle,0,2.258309280989326,.9283927831510416,3,4,Full-time
7,1,Walk,0,.5276020389025706,1.434030806164707,3,4,Full-time
7,2,Car,1,2.500191051554812,.1727860071329475,3.2,7,Full-time
7,2,Public,0,4.880772652741761,.4706893663104239,3.2,7,Full-time
7,2,Bicycle,0,2.243381484002086,.6387217703852867,3.2,7,Full-time
7,2,Walk,0,.9763511202281756,1.154241428829333,3.2,7,Full-time
7,3,Car,1,5.552730866868431,.1973019227911882,3.4,4,Part-time
7,3,Public,0,4.297770177181733,.1518557267445297,3.4,4,Part-time
7,3,Bicycle,0,2.584261069771275,1.137765445100314,3.4,4,Part-time
7,3,Walk,0,.6038990560769424,1.346406801466746,3.4,4,Part-time
8,1,Car,0,4.40281161695887,.1381895882453425,6,3,Full-time
8,1,Public,0,4.975813784039581,.6277584965517828,6,3,Full-time
8,1,Bicycle,0,1.611520373775774,.5257332891102845,6,3,Full-time
8,1,Walk,1,.5817206151093253,.7524729935246574,6,3,Full-time
8,2,Car,1,2.968511528505965,.1067003787468583,6.2,6,Full-time
8,2,Public,0,4.77812744740088,.3755001428924121,6.2,6,Full-time
8,2,Bicycle,0,2.153917295417499,.2163250565675081,6.2,6,Full-time
8,2,Walk,0,.8970489967452617,1.583147823650466,6.2,6,Full-time
8,3,Car,0,7.938119167890499,.1330839545979441,6.4,6,Full-time
8,3,Public,1,1.82209908532221,.5523948872601085,6.4,6,Full-time
8,3,Bicycle,0,1.418302634626485,1.1110803637915,6.4,6,Full-time
8,3,Walk,0,.698194724935097,1.820966117463072,6.4,6,Full-time
9,1,Car,1,.5403114366542088,.1591047333579235,5,7,Part-time
9,1,Public,0,.9895988111307814,.5540909435221861,5,7,Part-time
9,1,Bicycle,0,1.845784778671635,1.255649499966688,5,7,Part-time
9,1,Walk,0,.6824806987557863,1.161643882365075,5,7,Part-time
9,2,Car,1,3.873109309069038,.2326283141181815,5.2,11,Full-time
9,2,Public,0,3.444826450700976,.2307098642339218,5.2,11,Full-time
9,2,Bicycle,0,.5816663689214061,.9651749811427403,5.2,11,Full-time
9,2,Walk,0,.8934416412857578,.1370419386642273,5.2,11,Full-time
9,3,Car,1,7.148240765309605,.1940556175868276,5.4,11,Part-time
9,3,Public,0,1.404100910672912,.2908735442415609,5.4,11,Part-time
9,3,Bicycle,0,2.244939605769713,.5670871288402319,5.4,11,Part-time
9,3,Walk,0,.751743554191844,.6085841765668849,5.4,11,Part-time
10,1,Car,0,6.801748178977077,.2282981052894593,3,4,Full-time
10,1,Public,1,1.431451460001491,.3235441626340087,3,4,Full-time
10,1,Bicycle,0,1.753610145451818,.9051006085172589,3,4,Full-time
10,1,Walk,0,.94045191929816,1.081873146668833,3,4,Full-time
10,2,Car,1,3.23669857397489,.1797247677059978,3.2,4,Full-time
